PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
0,Angola,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Angola,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Angola,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Angola,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Angola,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Angola,,2020-08-01,0,3,0,0,0,0,0,0,2,0,0,0
1,Angola,,2020-08-02,0,3,0,0,0,0,0,0,2,0,0,0
1,Angola,,2020-08-03,0,3,0,0,0,0,0,0,2,0,0,0
1,Angola,,2020-08-04,0,3,0,0,0,0,0,0,2,0,0,0
1,Angola,,2020-08-05,0,3,0,0,0,0,0,0,2,0,0,0
2,Angola,,2020-08-01,3,3,0,0,0,0,0,0,2,0,0,0
2,Angola,,2020-08-02,3,3,0,0,0,0,0,0,2,0,0,0
2,Angola,,2020-08-03,3,3,0,0,0,0,0,0,2,0,0,0
2,Angola,,2020-08-04,3,3,0,0,0,0,0,0,2,0,0,0
2,Angola,,2020-08-05,3,3,0,0,0,0,0,0,2,0,0,0
3,Angola,,2020-08-01,3,3,0,4,0,0,0,0,2,0,0,0
3,Angola,,2020-08-02,3,3,0,4,0,0,0,0,2,0,0,0
3,Angola,,2020-08-03,3,3,0,4,0,0,0,0,2,0,0,0
3,Angola,,2020-08-04,3,3,0,4,0,0,0,0,2,0,0,0
3,Angola,,2020-08-05,3,3,0,4,0,0,0,0,2,0,0,0
4,Angola,,2020-08-01,3,3,0,4,0,0,0,0,2,3,0,0
4,Angola,,2020-08-02,3,3,0,4,0,0,0,0,2,3,0,0
4,Angola,,2020-08-03,3,3,0,4,0,0,0,0,2,3,0,0
4,Angola,,2020-08-04,3,3,0,4,0,0,0,0,2,3,0,0
4,Angola,,2020-08-05,3,3,0,4,0,0,0,0,2,3,0,0
5,Angola,,2020-08-01,3,3,0,4,2,0,0,0,2,3,0,0
5,Angola,,2020-08-02,3,3,0,4,2,0,0,0,2,3,0,0
5,Angola,,2020-08-03,3,3,0,4,2,0,0,0,2,3,0,0
5,Angola,,2020-08-04,3,3,0,4,2,0,0,0,2,3,0,0
5,Angola,,2020-08-05,3,3,0,4,2,0,0,0,2,3,0,0
6,Angola,,2020-08-01,3,3,0,4,2,3,0,0,2,3,0,0
6,Angola,,2020-08-02,3,3,0,4,2,3,0,0,2,3,0,0
6,Angola,,2020-08-03,3,3,0,4,2,3,0,0,2,3,0,0
6,Angola,,2020-08-04,3,3,0,4,2,3,0,0,2,3,0,0
6,Angola,,2020-08-05,3,3,0,4,2,3,0,0,2,3,0,0
7,Angola,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,0
7,Angola,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,0
7,Angola,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,0
7,Angola,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,0
7,Angola,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,0
8,Angola,,2020-08-01,3,3,2,4,2,3,0,4,2,3,0,0
8,Angola,,2020-08-02,3,3,2,4,2,3,0,4,2,3,0,0
8,Angola,,2020-08-03,3,3,2,4,2,3,0,4,2,3,0,0
8,Angola,,2020-08-04,3,3,2,4,2,3,0,4,2,3,0,0
8,Angola,,2020-08-05,3,3,2,4,2,3,0,4,2,3,0,0
9,Angola,,2020-08-01,3,3,2,4,2,3,2,4,2,3,0,0
9,Angola,,2020-08-02,3,3,2,4,2,3,2,4,2,3,0,0
9,Angola,,2020-08-03,3,3,2,4,2,3,2,4,2,3,0,0
9,Angola,,2020-08-04,3,3,2,4,2,3,2,4,2,3,0,0
9,Angola,,2020-08-05,3,3,2,4,2,3,2,4,2,3,0,0
0,Argentina,,2020-08-01,0,0,0,4,0,0,0,0,0,0,0,0
0,Argentina,,2020-08-02,0,0,0,4,0,0,0,0,0,0,0,0
0,Argentina,,2020-08-03,0,0,0,4,0,0,0,0,0,0,0,0
0,Argentina,,2020-08-04,0,0,0,4,0,0,0,0,0,0,0,0
0,Argentina,,2020-08-05,0,0,0,4,0,0,0,0,0,0,0,0
1,Argentina,,2020-08-01,0,3,0,4,0,0,0,0,0,0,0,0
1,Argentina,,2020-08-02,0,3,0,4,0,0,0,0,0,0,0,0
1,Argentina,,2020-08-03,0,3,0,4,0,0,0,0,0,0,0,0
1,Argentina,,2020-08-04,0,3,0,4,0,0,0,0,0,0,0,0
1,Argentina,,2020-08-05,0,3,0,4,0,0,0,0,0,0,0,0
2,Argentina,,2020-08-01,0,3,0,4,0,0,0,4,0,0,0,0
2,Argentina,,2020-08-02,0,3,0,4,0,0,0,4,0,0,0,0
2,Argentina,,2020-08-03,0,3,0,4,0,0,0,4,0,0,0,0
2,Argentina,,2020-08-04,0,3,0,4,0,0,0,4,0,0,0,0
2,Argentina,,2020-08-05,0,3,0,4,0,0,0,4,0,0,0,0
3,Argentina,,2020-08-01,0,3,0,4,0,0,0,4,0,3,0,0
3,Argentina,,2020-08-02,0,3,0,4,0,0,0,4,0,3,0,0
3,Argentina,,2020-08-03,0,3,0,4,0,0,0,4,0,3,0,0
3,Argentina,,2020-08-04,0,3,0,4,0,0,0,4,0,3,0,0
3,Argentina,,2020-08-05,0,3,0,4,0,0,0,4,0,3,0,0
4,Argentina,,2020-08-01,3,3,0,4,0,0,0,4,0,3,0,0
4,Argentina,,2020-08-02,3,3,0,4,0,0,0,4,0,3,0,0
4,Argentina,,2020-08-03,3,3,0,4,0,0,0,4,0,3,0,0
4,Argentina,,2020-08-04,3,3,0,4,0,0,0,4,0,3,0,0
4,Argentina,,2020-08-05,3,3,0,4,0,0,0,4,0,3,0,0
5,Argentina,,2020-08-01,3,3,0,4,2,0,0,4,0,3,0,0
5,Argentina,,2020-08-02,3,3,0,4,2,0,0,4,0,3,0,0
5,Argentina,,2020-08-03,3,3,0,4,2,0,0,4,0,3,0,0
5,Argentina,,2020-08-04,3,3,0,4,2,0,0,4,0,3,0,0
5,Argentina,,2020-08-05,3,3,0,4,2,0,0,4,0,3,0,0
6,Argentina,,2020-08-01,3,3,2,4,2,0,0,4,0,3,0,0
6,Argentina,,2020-08-02,3,3,2,4,2,0,0,4,0,3,0,0
6,Argentina,,2020-08-03,3,3,2,4,2,0,0,4,0,3,0,0
6,Argentina,,2020-08-04,3,3,2,4,2,0,0,4,0,3,0,0
6,Argentina,,2020-08-05,3,3,2,4,2,0,0,4,0,3,0,0
7,Argentina,,2020-08-01,3,3,2,4,2,3,0,4,0,3,0,0
7,Argentina,,2020-08-02,3,3,2,4,2,3,0,4,0,3,0,0
7,Argentina,,2020-08-03,3,3,2,4,2,3,0,4,0,3,0,0
7,Argentina,,2020-08-04,3,3,2,4,2,3,0,4,0,3,0,0
7,Argentina,,2020-08-05,3,3,2,4,2,3,0,4,0,3,0,0
8,Argentina,,2020-08-01,3,3,2,4,2,3,2,4,0,3,0,0
8,Argentina,,2020-08-02,3,3,2,4,2,3,2,4,0,3,0,0
8,Argentina,,2020-08-03,3,3,2,4,2,3,2,4,0,3,0,0
8,Argentina,,2020-08-04,3,3,2,4,2,3,2,4,0,3,0,0
8,Argentina,,2020-08-05,3,3,2,4,2,3,2,4,0,3,0,0
9,Argentina,,2020-08-01,3,3,2,4,2,3,2,4,0,3,2,0
9,Argentina,,2020-08-02,3,3,2,4,2,3,2,4,0,3,2,0
9,Argentina,,2020-08-03,3,3,2,4,2,3,2,4,0,3,2,0
9,Argentina,,2020-08-04,3,3,2,4,2,3,2,4,0,3,2,0
9,Argentina,,2020-08-05,3,3,2,4,2,3,2,4,0,3,2,0
0,Aruba,,2020-08-01,0,0,0,0,0,0,0,0,2,0,0,0
0,Aruba,,2020-08-02,0,0,0,0,0,0,0,0,2,0,0,0
0,Aruba,,2020-08-03,0,0,0,0,0,0,0,0,2,0,0,0
0,Aruba,,2020-08-04,0,0,0,0,0,0,0,0,2,0,0,0
0,Aruba,,2020-08-05,0,0,0,0,0,0,0,0,2,0,0,0
1,Aruba,,2020-08-01,0,0,0,0,0,0,0,0,2,3,0,0
1,Aruba,,2020-08-02,0,0,0,0,0,0,0,0,2,3,0,0
1,Aruba,,2020-08-03,0,0,0,0,0,0,0,0,2,3,0,0
1,Aruba,,2020-08-04,0,0,0,0,0,0,0,0,2,3,0,0
1,Aruba,,2020-08-05,0,0,0,0,0,0,0,0,2,3,0,0
2,Aruba,,2020-08-01,3,0,0,0,0,0,0,0,2,3,0,0
2,Aruba,,2020-08-02,3,0,0,0,0,0,0,0,2,3,0,0
2,Aruba,,2020-08-03,3,0,0,0,0,0,0,0,2,3,0,0
2,Aruba,,2020-08-04,3,0,0,0,0,0,0,0,2,3,0,0
2,Aruba,,2020-08-05,3,0,0,0,0,0,0,0,2,3,0,0
3,Aruba,,2020-08-01,3,3,0,0,0,0,0,0,2,3,0,0
3,Aruba,,2020-08-02,3,3,0,0,0,0,0,0,2,3,0,0
3,Aruba,,2020-08-03,3,3,0,0,0,0,0,0,2,3,0,0
3,Aruba,,2020-08-04,3,3,0,0,0,0,0,0,2,3,0,0
3,Aruba,,2020-08-05,3,3,0,0,0,0,0,0,2,3,0,0
4,Aruba,,2020-08-01,3,3,0,0,0,0,0,4,2,3,0,0
4,Aruba,,2020-08-02,3,3,0,0,0,0,0,4,2,3,0,0
4,Aruba,,2020-08-03,3,3,0,0,0,0,0,4,2,3,0,0
4,Aruba,,2020-08-04,3,3,0,0,0,0,0,4,2,3,0,0
4,Aruba,,2020-08-05,3,3,0,0,0,0,0,4,2,3,0,0
5,Aruba,,2020-08-01,3,3,0,4,0,0,0,4,2,3,0,0
5,Aruba,,2020-08-02,3,3,0,4,0,0,0,4,2,3,0,0
5,Aruba,,2020-08-03,3,3,0,4,0,0,0,4,2,3,0,0
5,Aruba,,2020-08-04,3,3,0,4,0,0,0,4,2,3,0,0
5,Aruba,,2020-08-05,3,3,0,4,0,0,0,4,2,3,0,0
6,Aruba,,2020-08-01,3,3,0,4,2,0,0,4,2,3,0,0
6,Aruba,,2020-08-02,3,3,0,4,2,0,0,4,2,3,0,0
6,Aruba,,2020-08-03,3,3,0,4,2,0,0,4,2,3,0,0
6,Aruba,,2020-08-04,3,3,0,4,2,0,0,4,2,3,0,0
6,Aruba,,2020-08-05,3,3,0,4,2,0,0,4,2,3,0,0
7,Aruba,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,0
7,Aruba,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,0
7,Aruba,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,0
7,Aruba,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,0
7,Aruba,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,0
8,Aruba,,2020-08-01,3,3,0,4,2,3,2,4,2,3,0,0
8,Aruba,,2020-08-02,3,3,0,4,2,3,2,4,2,3,0,0
8,Aruba,,2020-08-03,3,3,0,4,2,3,2,4,2,3,0,0
8,Aruba,,2020-08-04,3,3,0,4,2,3,2,4,2,3,0,0
8,Aruba,,2020-08-05,3,3,0,4,2,3,2,4,2,3,0,0
9,Aruba,,2020-08-01,3,3,0,4,2,3,2,4,2,3,2,0
9,Aruba,,2020-08-02,3,3,0,4,2,3,2,4,2,3,2,0
9,Aruba,,2020-08-03,3,3,0,4,2,3,2,4,2,3,2,0
9,Aruba,,2020-08-04,3,3,0,4,2,3,2,4,2,3,2,0
9,Aruba,,2020-08-05,3,3,0,4,2,3,2,4,2,3,2,0
0,Australia,,2020-08-01,0,0,0,0,0,0,0,4,0,0,0,0
