CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Finland,,2020-12-30,0.98418325,157,0.96864694
Finland,,2020-12-31,0.98418325,60,0.9716418
Finland,,2021-01-01,0.98418325,0,0.9740913
Finland,,2021-01-02,0.98418325,0,0.9768675
Finland,,2021-01-03,0.98418325,0,0.97792476
Finland,,2021-01-04,0.98418325,0,0.9771437
Finland,,2021-01-05,0.98418325,179,0.9787367
Finland,,2021-01-06,0.98418325,147,0.97932494
Finland,,2021-01-07,0.98418325,51,0.9805913
Finland,,2021-01-08,0.98418325,0,0.9811963
Finland,,2021-01-09,0.98418325,0,0.98236006
Finland,,2021-01-10,0.98418325,0,0.9830838
Finland,,2021-01-11,0.98418325,0,0.98418325
France,,2020-12-28,0.9871256,0,0.99866146
France,,2020-12-29,0.9871256,9305,0.9975826
France,,2020-12-30,0.9871256,12449,0.9961959
France,,2020-12-31,0.9871256,19151,0.994975
France,,2021-01-01,0.9871256,17736,0.99378055
France,,2021-01-02,0.9871256,678,0.9929076
France,,2021-01-03,0.9871256,5874,0.99188316
France,,2021-01-04,0.9871256,0,0.99093026
France,,2021-01-05,0.9871256,6942,0.9901344
France,,2021-01-06,0.9871256,10130,0.9894456
France,,2021-01-07,0.9871256,16881,0.98882353
France,,2021-01-08,0.9871256,15524,0.9883484
France,,2021-01-09,0.9871256,0,0.987896
France,,2021-01-10,0.9871256,3724,0.98744786
France,,2021-01-11,0.9871256,0,0.9871256
Croatia,,2020-12-28,0.9854998,0,0.9834712
Croatia,,2020-12-29,0.9854998,1114,0.9804126
Croatia,,2020-12-30,0.9854998,2300,0.9796008
Croatia,,2020-12-31,0.9854998,1803,0.9810357
Croatia,,2021-01-01,0.9854998,1248,0.9820215
Croatia,,2021-01-02,0.9854998,0,0.983571
Croatia,,2021-01-03,0.9854998,269,0.98370326
Croatia,,2021-01-04,0.9854998,0,0.98279494
Croatia,,2021-01-05,0.9854998,782,0.98344564
Croatia,,2021-01-06,0.9854998,1985,0.9836183
Croatia,,2021-01-07,0.9854998,1507,0.98406726
Croatia,,2021-01-08,0.9854998,967,0.9842281
Croatia,,2021-01-09,0.9854998,0,0.98467505
Croatia,,2021-01-10,0.9854998,6,0.9850177
Croatia,,2021-01-11,0.9854998,0,0.9854998
Hungary,,2020-12-28,0.9843946,0,0.9751878
Hungary,,2020-12-29,0.9843946,682,0.9734103
Hungary,,2020-12-30,0.9843946,1376,0.9741495
Hungary,,2020-12-31,0.9843946,2808,0.9758086
Hungary,,2021-01-01,0.9843946,2131,0.97763973
Hungary,,2021-01-02,0.9843946,743,0.9791127
Hungary,,2021-01-03,0.9843946,281,0.9800622
Hungary,,2021-01-04,0.9843946,0,0.97998035
Hungary,,2021-01-05,0.9843946,364,0.9811039
Hungary,,2021-01-06,0.9843946,1074,0.9815756
Hungary,,2021-01-07,0.9843946,2524,0.9823862
Hungary,,2021-01-08,0.9843946,1860,0.9827026
Hungary,,2021-01-09,0.9843946,487,0.98336196
Hungary,,2021-01-10,0.9843946,37,0.98373467
Hungary,,2021-01-11,0.9843946,0,0.9843946
Ireland,,2020-12-28,0.991012,1435,1.0262799
Ireland,,2020-12-29,0.991012,1073,1.0281156
Ireland,,2020-12-30,0.991012,1043,1.02804
Ireland,,2020-12-31,0.991012,996,1.0229181
Ireland,,2021-01-01,0.991012,1074,1.0185905
Ireland,,2021-01-02,0.991012,1298,1.0127488
Ireland,,2021-01-03,0.991012,728,1.0115496
Ireland,,2021-01-04,0.991012,1405,1.0078086
Ireland,,2021-01-05,0.991012,1025,1.0053972
Ireland,,2021-01-06,0.991012,968,1.0017674
Ireland,,2021-01-07,0.991012,904,0.99944407
Ireland,,2021-01-08,0.991012,961,0.9963749
Ireland,,2021-01-09,0.991012,1174,0.99453926
Ireland,,2021-01-10,0.991012,591,0.9923997
Ireland,,2021-01-11,0.991012,1261,0.991012
Italy,,2020-12-28,0.9855862,0,0.9859388
Italy,,2020-12-29,0.9855862,10272,0.98638546
Italy,,2020-12-30,0.9855862,10964,0.9863123
Italy,,2020-12-31,0.9855862,15214,0.9864013
Italy,,2021-01-01,0.9855862,16286,0.98602456
Italy,,2021-01-02,0.9855862,7770,0.98630816
Italy,,2021-01-03,0.9855862,6391,0.9861207
Italy,,2021-01-04,0.9855862,0,0.98627913
Italy,,2021-01-05,0.9855862,7844,0.9861935
Italy,,2021-01-06,0.9855862,8630,0.98628086
Italy,,2021-01-07,0.9855862,12957,0.9861616
Italy,,2021-01-08,0.9855862,14109,0.9861141
Italy,,2021-01-09,0.9855862,5659,0.9858802
Italy,,2021-01-10,0.9855862,4350,0.98574454
Italy,,2021-01-11,0.9855862,0,0.9855862
Lithuania,,2020-12-28,0.98761994,0,1.0045165
Lithuania,,2020-12-29,0.98761994,1863,1.0024043
Lithuania,,2020-12-30,0.98761994,3389,1.000199
Lithuania,,2020-12-31,0.98761994,3159,0.99809945
Lithuania,,2021-01-01,0.98761994,2475,0.9964333
Lithuania,,2021-01-02,0.98761994,1270,0.99514925
Lithuania,,2021-01-03,0.98761994,1326,0.99392885
Lithuania,,2021-01-04,0.98761994,0,0.99274284
Lithuania,,2021-01-05,0.98761994,1352,0.99166954
Lithuania,,2021-01-06,0.98761994,2886,0.99071246
Lithuania,,2021-01-07,0.98761994,2665,0.98985195
Lithuania,,2021-01-08,0.98761994,1992,0.9890829
Lithuania,,2021-01-09,0.98761994,800,0.9884158
Lithuania,,2021-01-10,0.98761994,870,0.98792595
Lithuania,,2021-01-11,0.98761994,0,0.98761994
Luxembourg,,2020-12-28,0.98542905,0,0.98008806
Luxembourg,,2020-12-29,0.98542905,126,0.9755824
Luxembourg,,2020-12-30,0.98542905,302,0.9748495
Luxembourg,,2020-12-31,0.98542905,0,0.977805
Luxembourg,,2021-01-01,0.98542905,0,0.97903585
Luxembourg,,2021-01-02,0.98542905,0,0.9807702
Luxembourg,,2021-01-03,0.98542905,0,0.98149276
Luxembourg,,2021-01-04,0.98542905,0,0.98074895
Luxembourg,,2021-01-05,0.98542905,99,0.98163104
Luxembourg,,2021-01-06,0.98542905,277,0.98191404
Luxembourg,,2021-01-07,0.98542905,0,0.9825239
Luxembourg,,2021-01-08,0.98542905,0,0.98276633
Luxembourg,,2021-01-09,0.98542905,0,0.9833927
Luxembourg,,2021-01-10,0.98542905,0,0.9842791
Luxembourg,,2021-01-11,0.98542905,0,0.98542905
Latvia,,2020-12-28,0.98792624,0,1.0023924
Latvia,,2020-12-29,0.98792624,952,1.0018312
Latvia,,2020-12-30,0.98792624,1088,1.0009993
Latvia,,2020-12-31,0.98792624,1207,0.9989123
Latvia,,2021-01-01,0.98792624,596,0.99748385
Latvia,,2021-01-02,0.98792624,323,0.9959656
Latvia,,2021-01-03,0.98792624,433,0.9950362
Latvia,,2021-01-04,0.98792624,0,0.9937857
Latvia,,2021-01-05,0.98792624,865,0.99278265
Latvia,,2021-01-06,0.98792624,997,0.99171346
Latvia,,2021-01-07,0.98792624,1114,0.9908293
Latvia,,2021-01-08,0.98792624,501,0.98980916
Latvia,,2021-01-09,0.98792624,227,0.9890537
Latvia,,2021-01-10,0.98792624,336,0.98837036
Latvia,,2021-01-11,0.98792624,0,0.98792624
Netherlands,,2020-12-28,0.9880041,0,1.0084494
Netherlands,,2020-12-29,0.9880041,8977,1.0061985
Netherlands,,2020-12-30,0.9880041,9987,1.0039318
Netherlands,,2020-12-31,0.9880041,9862,1.0013572
Netherlands,,2021-01-01,0.9880041,8155,0.99911165
Netherlands,,2021-01-02,0.9880041,7342,0.9971925
Netherlands,,2021-01-03,0.9880041,5632,0.9955105
Netherlands,,2021-01-04,0.9880041,0,0.994087
Netherlands,,2021-01-05,0.9880041,7185,0.99273413
Netherlands,,2021-01-06,0.9880041,8203,0.99150497
Netherlands,,2021-01-07,0.9880041,8099,0.9905009
Netherlands,,2021-01-08,0.9880041,6422,0.9896391
Netherlands,,2021-01-09,0.9880041,5650,0.9889775
Netherlands,,2021-01-10,0.9880041,3986,0.9884432
Netherlands,,2021-01-11,0.9880041,0,0.9880041
Norway,,2020-12-28,0.9874961,42,0.9971344
Norway,,2020-12-29,0.9874961,538,0.99699116
Norway,,2020-12-30,0.9874961,481,0.99669623
Norway,,2020-12-31,0.9874961,420,0.9955165
Norway,,2021-01-01,0.9874961,278,0.9942294
Norway,,2021-01-02,0.9874961,370,0.99307185
Norway,,2021-01-03,0.9874961,329,0.99218
Norway,,2021-01-04,0.9874961,7,0.9914865
Norway,,2021-01-05,0.9874961,502,0.99069285
Norway,,2021-01-06,0.9874961,443,0.9899231
Norway,,2021-01-07,0.9874961,382,0.98929286
Norway,,2021-01-08,0.9874961,239,0.9887298
Norway,,2021-01-09,0.9874961,330,0.9882322
Norway,,2021-01-10,0.9874961,289,0.9878398
Norway,,2021-01-11,0.9874961,0,0.9874961
Poland,,2020-12-28,0.98606676,0,0.9892176
Poland,,2020-12-29,0.98606676,5473,0.9887014
Poland,,2020-12-30,0.98606676,10663,0.9880329
Poland,,2020-12-31,0.98606676,11463,0.98770595
Poland,,2021-01-01,0.98606676,7446,0.98724985
Poland,,2021-01-02,0.98606676,3321,0.9875895
Poland,,2021-01-03,0.98606676,2348,0.98746747
Poland,,2021-01-04,0.98606676,0,0.98701227
Poland,,2021-01-05,0.98606676,4039,0.9868831
Poland,,2021-01-06,0.98606676,9272,0.9866782
Poland,,2021-01-07,0.98606676,10115,0.9865248
Poland,,2021-01-08,0.98606676,6140,0.98634344
Poland,,2021-01-09,0.98606676,2056,0.9861751
Poland,,2021-01-10,0.98606676,1123,0.9860212
Poland,,2021-01-11,0.98606676,0,0.98606676
Portugal,,2020-12-28,0.9860079,0,0.9891726
Portugal,,2020-12-29,0.9860079,1752,0.9887649
Portugal,,2020-12-30,0.9860079,3931,0.98813206
Portugal,,2020-12-31,0.9860079,3730,0.98797756
Portugal,,2021-01-01,0.9860079,3514,0.98751956
Portugal,,2021-01-02,0.9860079,608,0.98754966
Portugal,,2021-01-03,0.9860079,983,0.986943
Portugal,,2021-01-04,0.9860079,0,0.9866517
Portugal,,2021-01-05,0.9860079,1186,0.9865839
Portugal,,2021-01-06,0.9860079,3387,0.9865513
Portugal,,2021-01-07,0.9860079,3205,0.98634595
Portugal,,2021-01-08,0.9860079,3008,0.9862825
Portugal,,2021-01-09,0.9860079,121,0.9861412
Portugal,,2021-01-10,0.9860079,514,0.98608446
Portugal,,2021-01-11,0.9860079,0,0.9860079
Slovak Republic,,2020-12-28,0.98821884,0,1.0140113
Slovak Republic,,2020-12-29,0.98821884,9190,1.0103056
Slovak Republic,,2020-12-30,0.98821884,8596,1.0070721
Slovak Republic,,2020-12-31,0.98821884,6598,1.0039036
Slovak Republic,,2021-01-01,0.98821884,4280,1.0016216
Slovak Republic,,2021-01-02,0.98821884,354,0.9997033
Slovak Republic,,2021-01-03,0.98821884,189,0.99776757
Slovak Republic,,2021-01-04,0.98821884,0,0.9959451
Slovak Republic,,2021-01-05,0.98821884,8253,0.9943227
Slovak Republic,,2021-01-06,0.98821884,7651,0.99288946
Slovak Republic,,2021-01-07,0.98821884,5649,0.9915409
Slovak Republic,,2021-01-08,0.98821884,3333,0.99029744
Slovak Republic,,2021-01-09,0.98821884,0,0.98925513
Slovak Republic,,2021-01-10,0.98821884,0,0.98863167
Slovak Republic,,2021-01-11,0.98821884,0,0.98821884
Slovenia,,2020-12-28,0.98635244,0,0.9921163
Slovenia,,2020-12-29,0.98635244,1091,0.9915328
Slovenia,,2020-12-30,0.98635244,1726,0.99075425
Slovenia,,2020-12-31,0.98635244,1697,0.9900756
Slovenia,,2021-01-01,0.98635244,1420,0.98952186
Slovenia,,2021-01-02,0.98635244,12,0.9891525
Slovenia,,2021-01-03,0.98635244,273,0.9887616
Slovenia,,2021-01-04,0.98635244,0,0.98843354
Slovenia,,2021-01-05,0.98635244,797,0.98810863
Slovenia,,2021-01-06,0.98635244,1444,0.9877428
Slovenia,,2021-01-07,0.98635244,1427,0.98743206
Slovenia,,2021-01-08,0.98635244,1161,0.9871137
Slovenia,,2021-01-09,0.98635244,0,0.9868294
Slovenia,,2021-01-10,0.98635244,25,0.98648864
Slovenia,,2021-01-11,0.98635244,0,0.98635244
Sweden,,2020-12-28,0.9869016,0,0.9952301
Sweden,,2020-12-29,0.9869016,21324,0.99234116
Sweden,,2020-12-30,0.9869016,5597,0.9906159
Sweden,,2020-12-31,0.9869016,0,0.99116427
Sweden,,2021-01-01,0.9869016,0,0.99050117
Sweden,,2021-01-02,0.9869016,0,0.99008566
Sweden,,2021-01-03,0.9869016,0,0.98923314
Sweden,,2021-01-04,0.9869016,0,0.9880384
Sweden,,2021-01-05,0.9869016,20297,0.98753315
Sweden,,2021-01-06,0.9869016,4600,0.9871235
Sweden,,2021-01-07,0.9869016,0,0.9866908
Sweden,,2021-01-08,0.9869016,0,0.9864202
Sweden,,2021-01-09,0.9869016,0,0.9864654
Sweden,,2021-01-10,0.9869016,0,0.9866335
Sweden,,2021-01-11,0.9869016,0,0.9869016
United States,,2020-12-28,0.9864984,0,0.99399453
United States,,2020-12-29,0.9864984,154006,0.9928958
United States,,2020-12-30,0.9864984,170143,0.991749
United States,,2020-12-31,0.9864984,162595,0.99093795
United States,,2021-01-01,0.9864984,78109,0.9902067
United States,,2021-01-02,0.9864984,172075,0.98953116
United States,,2021-01-03,0.9864984,91960,0.9889805
United States,,2021-01-04,0.9864984,0,0.9884931
United States,,2021-01-05,0.9864984,112665,0.9880269
United States,,2021-01-06,0.9864984,130619,0.98768455
United States,,2021-01-07,0.9864984,124811,0.9873282
United States,,2021-01-08,0.9864984,42061,0.98705935
United States,,2021-01-09,0.9864984,137705,0.98681056
United States,,2021-01-10,0.9864984,59252,0.9866481
United States,,2021-01-11,0.9864984,0,0.9864984
Argentina,,2021-01-11,0.97077805,0,0.9915012
Argentina,,2021-01-12,0.97077805,11441,0.9935182
Argentina,,2021-01-13,0.97077805,11302,0.9940837
Argentina,,2021-01-14,0.97077805,11539,0.99233365
Argentina,,2021-01-15,0.97077805,11086,0.9908643
Argentina,,2021-01-16,0.97077805,8627,0.98732334
Argentina,,2021-01-17,0.97077805,5403,0.9863223
Argentina,,2021-01-18,0.97077805,0,0.9832991
Argentina,,2021-01-19,0.97077805,8879,0.9820917
Argentina,,2021-01-20,0.97077805,8704,0.97943383
Argentina,,2021-01-21,0.97077805,8990,0.9780988
Argentina,,2021-01-22,0.97077805,8539,0.97576195
Argentina,,2021-01-23,0.97077805,6134,0.97425455
Argentina,,2021-01-24,0.97077805,2941,0.97215325
Argentina,,2021-01-25,0.97077805,0,0.97077805
Austria,,2021-01-11,0.9661291,0,0.97699803
Austria,,2021-01-12,0.9661291,1218,0.9778952
Austria,,2021-01-13,0.9661291,1654,0.9784761
Austria,,2021-01-14,0.9661291,2342,0.9775964
Austria,,2021-01-15,0.9661291,1495,0.97733116
Austria,,2021-01-16,0.9661291,1436,0.97569263
Austria,,2021-01-17,0.9661291,1747,0.9751172
Austria,,2021-01-18,0.9661291,0,0.97342044
Austria,,2021-01-19,0.9661291,675,0.97257257
Austria,,2021-01-20,0.9661291,1126,0.97094196
Austria,,2021-01-21,0.9661291,1836,0.96999824
Austria,,2021-01-22,0.9661291,1006,0.9685857
Austria,,2021-01-23,0.9661291,970,0.96782196
Austria,,2021-01-24,0.9661291,1301,0.9667582
Austria,,2021-01-25,0.9661291,0,0.9661291
Belgium,,2021-01-11,0.96387696,0,0.9654164
Belgium,,2021-01-12,0.96387696,905,0.9677756
Belgium,,2021-01-13,0.96387696,2148,0.96916556
Belgium,,2021-01-14,0.96387696,2139,0.9698736
Belgium,,2021-01-15,0.96387696,1341,0.97003585
Belgium,,2021-01-16,0.96387696,1316,0.969192
Belgium,,2021-01-17,0.96387696,943,0.96927226
Belgium,,2021-01-18,0.96387696,0,0.9685331
Belgium,,2021-01-19,0.96387696,292,0.96830463
Belgium,,2021-01-20,0.96387696,1570,0.9672993
Belgium,,2021-01-21,0.96387696,1598,0.96687144
Belgium,,2021-01-22,0.96387696,833,0.96595025
Belgium,,2021-01-23,0.96387696,841,0.9654388
Belgium,,2021-01-24,0.96387696,497,0.9645703
Belgium,,2021-01-25,0.96387696,0,0.96387696
Bulgaria,,2021-01-11,0.9621503,0,0.95881224
Bulgaria,,2021-01-12,0.9621503,1052,0.96236324
Bulgaria,,2021-01-13,0.9621503,777,0.96484995
Bulgaria,,2021-01-14,0.9621503,662,0.96599543
Bulgaria,,2021-01-15,0.9621503,550,0.9659755
Bulgaria,,2021-01-16,0.9621503,201,0.9655113
Bulgaria,,2021-01-17,0.9621503,0,0.96597075
Bulgaria,,2021-01-18,0.9621503,0,0.9654001
Bulgaria,,2021-01-19,0.9621503,876,0.96555436
Bulgaria,,2021-01-20,0.9621503,608,0.9648123
Bulgaria,,2021-01-21,0.9621503,502,0.9645675
